280.0,42.6,15.3,57779.0,Container Ship
239.0,33.5,14.6,44890.0,Container Ship
160.0,24.5,14.2,46718.0,Container Ship
225.6,31.8,14.3,34540.0,Container Ship
79.0,18.0,5.8,10321.0,Offshore Vessel
85.0,19.2,5.6,15218.0,Offshore Vessel
60.0,12.2,7.1,10703.0,Offshore Vessel
86.9,20.0,7.4,10296.0,Offshore Vessel
81.0,17.9,5.0,12651.0,Offshore Vessel
103.8,21.7,5.0,18018.0,Offshore Vessel
108.5,24.7,5.5,11473.0,Offshore Vessel
146.9,31.8,4.0,23866.0,Offshore Vessel
123.8,25.5,4.0,16776.0,Offshore Vessel
85.6,17.3,8.5,14748.0,Offshore Vessel
77.5,18.7,9.0,10000.0,Offshore Vessel
112.3,22.8,5.6,11630.0,Offshore Vessel
67.0,14.9,7.0,10000.0,Offshore Vessel
145.8,34.2,6.6,22212.0,Offshore Vessel
129.5,29.0,9.0,20402.0,Offshore Vessel
88.3,17.7,8.0,10728.0,Offshore Vessel
60.0,13.4,5.8,11116.0,Offshore Vessel
133.8,30.9,4.3,15292.0,Offshore Vessel
97.1,21.0,4.0,14572.0,Offshore Vessel
130.9,30.9,6.4,16209.0,Offshore Vessel
60.1,14.8,4.6,10000.0,Offshore Vessel
85.0,20.6,4.0,13095.0,Offshore Vessel
100.1,24.3,4.8,12638.0,Offshore Vessel
101.2,24.4,4.1,14223.0,Offshore Vessel
88.7,21.4,9.0,16531.0,Offshore Vessel
115.6,24.9,7.6,15805.0,Offshore Vessel
73.3,17.5,6.0,13703.0,Offshore Vessel
96.4,22.2,8.7,11277.0,Offshore Vessel
103.0,21.0,6.1,17241.0,Offshore Vessel
112.9,25.2,4.4,21454.0,Offshore Vessel
117.8,25.2,8.7,10454.0,Offshore Vessel
71.9,17.2,7.0,10000.0,Offshore Vessel
61.6,14.7,4.1,11178.0,Offshore Vessel
131.9,32.7,5.7,19382.0,Offshore Vessel
108.3,26.0,4.4,17560.0,Offshore Vessel
81.3,19.0,4.0,10581.0,Offshore Vessel
138.8,33.2,7.7,21277.0,Offshore Vessel
102.9,25.2,9.0,15167.0,Offshore Vessel
129.5,31.4,4.0,23126.0,Offshore Vessel
101.7,22.8,7.0,16216.0,Offshore Vessel
151.5,36.0,4.8,23941.0,Offshore Vessel
143.9,33.0,5.1,20547.0,Offshore Vessel
93.8,20.8,4.9,12804.0,Offshore Vessel
124.3,26.5,4.4,17546.0,Offshore Vessel
116.1,28.8,6.1,18804.0,Offshore Vessel
134.2,28.0,4.5,19069.0,Offshore Vessel
75.9,16.4,6.5,12451.0,Offshore Vessel
117.2,28.7,5.9,23999.0,Offshore Vessel
126.5,25.9,5.6,21782.0,Offshore Vessel
60.0,12.2,4.4,10000.0,Offshore Vessel
