5.98,37.07,23.72,7.37,1864,1.42,27.15,1.76,0
19.23,31.53,18.55,7.11,4962,3.31,16.46,2.32,0
19.48,35.76,22.6,6.36,3842,2.86,19.11,4.99,1
17.13,36.07,10.04,7.26,4176,1.47,21.58,0.75,0
9.57,34.24,27.11,8.25,2926,4.92,21.98,3.1,0
6.47,37.36,30.88,6.21,572,1.86,28.29,0.87,0
15.26,39.34,11.5,6.24,3462,1.27,29.92,1.2,1
11.6,39.26,7.87,7.06,1359,3.38,23.0,2.48,0
6.83,34.51,5.71,8.83,4356,3.96,12.18,2.8,1
12.43,31.13,24.26,8.01,4638,1.13,26.99,1.66,0
5.52,39.85,23.21,8.04,2924,3.63,6.23,1.92,1
18.64,38.39,21.4,7.09,1564,3.13,10.78,0.89,0
8.88,31.25,11.96,7.78,2717,1.41,27.43,1.86,1
14.94,39.21,16.73,6.03,4517,1.69,11.4,4.85,0
9.68,38.7,22.83,7.91,2759,3.27,10.52,4.75,1
12.8,35.19,19.9,8.74,4251,2.19,8.45,2.01,0
13.2,35.91,34.63,7.84,2586,4.75,26.48,3.07,0
7.77,33.99,9.09,8.62,868,4.27,17.5,4.59,0
19.54,30.55,25.85,8.17,3304,4.93,21.87,0.53,0
16.63,33.35,17.13,6.36,650,2.04,10.98,4.15,0
19.09,38.03,17.85,8.71,1634,4.88,23.95,4.77,1
18.42,30.05,26.53,6.2,3284,2.72,24.0,0.91,1
13.97,33.33,25.77,7.6,4664,2.39,12.81,1.23,0
18.83,33.98,34.74,6.43,2846,1.2,15.27,4.82,1
6.33,35.37,8.85,6.04,2750,1.21,10.24,2.92,0
7.94,39.2,8.12,7.27,560,3.77,29.41,0.56,0
5.68,33.46,26.73,6.89,3510,2.83,21.14,1.66,1
9.88,33.47,22.35,7.46,4401,1.91,28.36,2.52,1
10.83,37.38,13.22,7.73,1837,3.46,12.58,3.62,1
9.07,34.52,7.38,6.13,1684,2.01,24.55,3.8,0
17.43,32.25,7.57,6.37,4926,3.31,24.15,4.98,1
10.35,34.52,31.83,7.68,2051,2.44,22.29,1.79,0
9.21,31.41,10.76,7.03,4933,4.29,29.14,2.92,0
13.14,31.76,14.7,8.19,2129,4.28,14.84,2.9,0
7.11,34.98,11.8,7.96,1827,2.91,8.27,2.33,1
17.03,34.19,15.65,8.54,2026,2.4,21.79,1.26,1
6.12,39.15,7.08,8.08,2173,2.45,23.23,4.9,1
19.8,33.62,20.57,7.29,1861,4.22,19.38,4.34,0
16.58,35.81,7.03,8.02,2073,2.31,10.17,2.74,0
7.98,36.32,29.01,6.83,3186,1.84,17.61,3.21,0
5.08,30.13,12.01,6.92,4870,1.34,12.8,1.52,0
17.23,36.64,21.2,8.37,2866,2.87,15.69,2.95,0
15.6,31.78,31.4,7.34,4257,2.93,21.13,3.63,1
15.94,39.61,24.53,8.4,2934,4.36,23.63,2.82,0
16.57,31.49,20.99,8.47,2493,1.88,10.81,4.96,0
6.11,34.15,14.73,8.57,1369,2.52,15.13,3.25,0
10.38,30.85,14.99,8.75,1514,4.23,11.73,2.17,0
6.74,39.97,25.08,7.29,2411,4.29,9.97,3.97,0
17.95,35.02,34.82,6.96,1102,2.54,24.58,1.27,1
14.35,35.95,24.86,7.75,4321,2.84,27.73,2.23,0
9.96,30.67,21.73,7.11,1190,2.21,14.26,2.06,1
5.95,37.5,26.92,7.8,993,4.73,23.78,2.44,0
9.66,32.1,18.96,8.12,989,1.47,27.42,4.02,0
9.88,38.98,6.8,8.07,3056,4.73,26.15,2.68,0
15.94,32.05,21.87,7.12,4985,3.74,9.57,4.07,1
14.56,31.91,33.73,6.5,794,3.13,28.91,3.09,1
18.31,30.37,10.26,7.29,4527,1.13,14.42,2.04,0
12.08,34.72,25.7,6.43,3343,2.9,13.48,4.14,0
6.79,35.65,11.03,8.67,3412,2.63,6.56,1.57,0
15.7,30.66,21.07,7.04,2217,1.64,17.15,1.51,0
16.41,37.76,7.9,6.46,3096,3.63,7.73,2.77,1
13.42,34.53,18.51,6.08,2373,4.88,11.21,1.67,0
16.56,35.24,27.68,7.94,3758,3.25,12.92,0.54,0
12.41,34.41,15.43,7.91,3317,3.86,25.22,3.42,0
12.84,34.01,24.95,7.02,944,1.27,26.89,2.8,0
11.41,35.6,28.86,6.22,4141,2.67,12.56,2.5,0
5.38,31.55,32.82,7.23,4958,1.47,26.47,4.85,0
6.62,31.82,12.04,6.93,1241,3.45,26.43,3.07,1
5.47,38.62,16.98,8.03,2541,4.75,24.12,4.39,1
14.55,39.46,9.57,7.82,1179,3.65,8.67,1.13,0
9.72,33.73,34.77,7.09,2967,1.31,22.26,3.06,1
12.63,32.71,32.81,6.65,4197,2.42,28.63,4.41,0
18.61,36.44,21.2,8.96,1858,3.2,22.06,3.12,0
8.74,34.09,30.26,7.36,562,2.61,13.29,3.73,0
11.16,30.25,20.63,8.06,3059,4.33,17.51,2.17,0
16.33,31.56,23.71,6.42,4269,4.26,21.14,0.92,0
8.43,37.16,7.67,7.46,4851,3.45,17.76,2.56,0
6.15,36.59,27.66,6.08,634,2.49,8.0,2.28,0
9.35,30.27,8.83,7.52,4144,2.02,12.8,4.4,1
7.42,32.22,29.78,8.89,2635,1.42,25.06,1.6,0
18.95,32.31,28.46,7.15,3778,2.42,26.54,4.85,0
17.12,36.72,26.26,6.12,1322,2.65,8.43,4.81,0
14.5,30.2,6.08,6.09,3574,3.7,28.81,1.61,0
18.07,31.04,14.09,7.16,3481,3.63,13.22,2.07,0
17.06,38.0,12.89,6.48,620,1.28,21.56,4.53,1
7.8,31.79,15.8,6.07,2137,2.58,23.8,4.85,0
18.39,36.53,7.63,8.27,1424,1.73,25.3,2.5,0
13.09,32.38,33.11,7.38,1144,1.63,28.64,1.94,0
17.11,30.99,21.61,6.87,2532,4.31,12.82,2.87,0
18.44,32.43,14.17,8.7,3261,1.17,26.46,3.59,0
9.77,37.22,16.91,6.35,2568,2.68,8.29,1.73,0
6.65,38.56,18.42,8.87,741,1.67,22.63,3.81,0
8.42,38.3,23.02,6.94,3168,4.52,23.55,0.73,0
11.41,33.97,20.47,8.67,1302,3.23,21.94,0.72,0
17.27,36.68,32.58,7.81,4664,1.93,11.31,2.24,1
17.91,32.05,19.91,8.48,695,3.01,26.83,2.09,0
5.1,32.93,34.76,8.95,2687,3.93,9.22,1.92,1
12.66,38.96,30.54,6.87,4015,4.83,6.34,2.71,1
11.26,30.13,11.26,8.88,2830,1.88,22.94,1.94,0
8.33,30.86,32.92,7.17,2859,4.54,16.89,1.37,0
6.8,32.08,8.49,7.16,4106,4.74,26.23,1.89,0
10.06,30.27,29.52,7.02,776,4.67,14.58,4.89,1
19.14,31.81,16.42,7.62,560,3.54,9.21,2.35,0
9.85,35.83,31.34,6.46,3890,3.52,25.91,2.5,1
12.78,34.21,31.04,7.66,2413,2.61,18.72,3.09,1
15.55,38.93,29.18,7.63,4427,4.01,9.73,4.93,1
10.45,38.17,28.7,8.29,3091,3.13,23.01,1.59,0
19.58,33.42,14.14,8.5,1066,3.71,17.78,3.57,0
19.44,32.59,7.43,7.32,4435,2.71,20.11,3.72,1
8.78,33.8,17.09,6.91,2071,3.93,16.52,3.23,0
12.46,35.9,10.21,6.78,1700,4.3,25.72,0.9,0
9.51,32.68,25.85,6.58,4909,1.59,25.74,3.55,1
9.27,36.24,15.38,6.17,3354,4.33,22.73,0.79,0
5.55,34.09,34.27,7.03,3395,3.16,7.64,3.18,1
14.14,35.52,24.23,6.81,1736,4.38,25.97,3.83,1
12.54,34.36,29.67,8.9,636,2.73,21.78,1.45,0
5.77,32.94,8.98,7.67,1529,2.52,22.43,4.29,1
9.18,39.48,30.86,7.04,2656,4.66,14.07,0.64,0
18.62,37.64,32.68,7.74,3094,2.0,26.98,4.3,0
8.59,31.4,19.61,6.42,1161,4.38,23.13,2.57,0
7.17,38.68,23.19,7.33,2972,2.94,7.81,1.48,0
12.34,34.87,27.94,7.88,3177,3.06,15.19,1.1,0
19.78,38.95,10.25,7.47,2808,2.23,27.16,4.79,0
8.63,38.0,20.08,7.21,586,3.29,6.18,0.83,0
15.08,34.25,16.96,8.98,3012,2.3,29.04,1.4,0
16.42,30.22,9.39,8.64,3442,1.16,21.98,2.07,1
8.56,32.69,16.03,7.87,3273,2.09,20.78,3.29,1
15.92,35.42,7.05,7.71,3004,1.03,11.76,2.95,0
10.52,36.33,5.77,7.86,3810,4.91,11.22,1.07,0
14.48,32.58,9.05,6.6,2200,4.86,28.55,1.8,0
14.5,31.39,33.89,7.19,4170,2.58,12.46,1.57,0
13.04,38.35,21.49,6.12,3200,3.91,24.39,1.46,1
6.35,39.84,33.97,7.43,4129,2.38,14.83,2.35,1
17.53,35.26,17.97,7.63,2147,3.68,8.48,3.67,0
9.81,31.72,14.35,6.68,3818,4.22,5.27,1.48,0
7.8,32.72,20.18,8.89,4187,4.79,18.61,2.15,0
5.61,30.18,18.19,8.73,1096,2.6,29.39,2.26,0
13.86,39.14,8.17,8.17,984,4.13,14.23,4.89,0
15.16,31.18,24.22,7.6,1145,2.06,13.93,4.8,1
5.25,35.77,11.48,8.61,3589,4.96,13.6,4.1,1
12.68,32.74,23.59,6.39,4884,1.1,18.01,1.59,0
8.4,35.54,24.51,8.37,1220,3.41,16.02,0.81,0
14.68,36.51,9.56,6.37,998,3.64,27.0,1.93,1
7.62,38.3,6.84,8.38,2173,3.75,17.64,1.7,0
15.36,32.06,28.42,6.83,3567,1.48,17.69,2.78,0
10.8,30.11,18.79,8.63,614,4.75,8.46,4.0,0
19.05,31.37,6.74,8.83,3479,1.72,29.57,4.36,1
7.06,39.0,34.85,6.45,2236,3.49,11.25,4.3,0
10.12,38.74,6.73,7.39,4111,1.89,6.83,2.12,1
6.7,35.97,25.85,8.94,2753,2.23,21.58,3.59,1
18.87,36.01,34.51,7.45,2794,3.19,19.88,1.91,1
18.16,36.65,12.18,8.59,4130,2.67,15.38,0.77,1
8.87,31.75,9.27,7.77,646,1.64,15.55,3.66,0
14.9,39.14,8.64,7.13,4482,1.68,24.63,0.54,0
17.26,34.19,14.1,6.86,3953,2.67,9.89,2.34,1
13.33,33.83,8.03,6.61,2910,4.03,25.51,1.98,1
12.94,35.19,25.76,8.29,636,4.59,21.22,3.62,0
8.63,30.47,6.87,7.16,3860,1.34,15.47,3.95,0
6.4,31.66,20.28,7.53,3505,2.57,16.45,1.87,1
18.46,37.38,34.9,7.48,4052,1.4,11.42,4.15,1
18.51,30.83,29.42,7.73,518,1.07,23.8,1.82,0
14.5,36.03,23.46,8.6,2742,3.65,17.82,2.51,0
10.09,32.45,14.19,8.94,948,3.41,13.02,3.77,0
10.24,33.89,23.72,7.22,2448,1.65,19.9,3.62,0
15.89,32.89,20.81,8.48,1445,1.94,29.89,4.94,0
18.46,33.56,17.78,8.29,4736,1.09,15.88,1.51,0
18.31,37.19,8.92,7.72,2420,4.34,28.02,3.48,0
16.7,32.97,31.6,8.87,3477,4.9,13.63,3.24,0
14.63,35.66,18.49,6.6,4688,1.54,6.37,4.62,1
6.26,34.76,10.84,6.33,4515,1.93,10.11,1.2,1
7.42,36.64,16.03,8.56,738,4.47,15.47,3.88,0
18.48,39.37,17.42,7.32,704,4.71,10.49,3.06,0
14.1,37.33,29.83,8.54,3107,2.68,5.01,1.74,1
5.14,32.15,27.01,8.68,4840,1.2,27.88,2.63,0
6.52,30.31,28.08,6.19,3888,1.16,26.1,2.0,1
14.95,32.62,5.33,8.65,3472,3.3,23.56,3.11,1
5.08,35.95,17.48,7.34,4890,2.57,9.2,4.5,0
7.41,30.51,19.44,7.53,3187,1.11,8.01,3.06,1
13.23,34.96,5.58,7.88,4666,3.33,6.69,3.34,0
15.38,35.97,12.79,8.78,1848,1.05,23.1,2.83,0
14.78,33.34,27.81,6.06,4900,4.15,28.22,0.73,0
8.36,37.71,9.11,7.43,1316,2.23,15.76,1.55,0
15.68,31.07,21.06,8.06,1320,1.16,7.98,2.71,1
8.56,30.75,11.46,8.17,692,3.35,17.81,1.9,0
9.88,37.28,5.36,8.08,2276,2.59,13.72,1.32,0
16.2,34.95,12.24,6.4,4145,4.9,14.37,2.77,0
14.74,36.88,34.28,6.9,750,3.18,20.53,1.95,1
17.74,34.35,29.05,7.08,2288,2.1,22.97,1.66,0
14.86,32.46,33.79,8.41,4200,3.84,7.77,2.59,0
13.52,38.19,19.64,6.84,2963,2.09,5.89,1.1,1
6.41,37.99,8.29,6.63,1667,4.62,29.86,4.67,0
10.52,36.95,21.44,8.87,4393,2.5,10.82,4.4,1
8.98,32.72,18.63,6.03,1596,3.2,6.35,3.68,0
8.66,35.9,30.33,8.99,3179,1.2,9.75,0.98,1
19.6,33.61,7.94,8.03,2347,2.7,5.97,3.99,1
10.9,30.92,19.65,8.49,4404,4.33,14.8,4.14,0
18.38,39.17,9.5,6.88,1004,4.22,25.06,3.95,0
14.47,31.37,14.74,6.04,2121,1.9,13.53,1.01,1
16.92,39.5,27.12,8.21,2972,1.9,16.1,3.4,0
12.54,34.46,19.28,8.5,3046,4.27,21.89,4.25,1
13.65,31.85,16.28,8.22,1887,4.72,17.72,3.1,0
12.39,35.42,16.83,6.43,3494,1.38,26.54,3.41,0
7.93,38.73,18.78,8.26,4316,2.8,26.65,2.56,0
15.84,37.32,28.55,8.31,1217,2.35,5.25,2.88,1
9.21,38.07,31.76,7.98,3984,4.48,24.45,0.65,0
5.36,36.59,33.66,8.3,4934,1.33,16.52,3.38,1
14.68,36.92,28.61,8.54,1158,1.84,29.72,0.87,1
7.66,38.49,14.46,7.84,4508,4.01,17.08,2.46,0
19.11,32.5,25.64,6.27,4734,1.21,29.67,1.82,0
19.31,34.89,18.13,7.46,4264,2.97,23.86,2.95,1
18.72,32.21,12.64,6.23,3489,2.77,11.22,1.1,0
10.55,39.88,30.23,7.22,2604,2.34,18.46,3.61,1
5.23,39.44,6.15,7.22,1755,2.58,29.8,4.08,0
18.92,30.39,32.05,6.2,2982,3.12,26.44,1.24,0
11.42,37.06,18.84,7.05,883,1.65,7.43,0.97,1
19.5,39.25,24.12,6.33,3107,3.29,22.66,1.15,0
19.45,31.81,24.78,8.42,693,4.22,13.64,4.45,0
17.8,35.68,31.85,8.84,4307,4.04,5.17,2.88,0
9.42,39.15,24.1,6.22,4219,1.62,15.09,2.6,0
10.78,30.34,23.42,8.87,3081,1.6,10.87,0.98,0
17.77,36.97,7.0,7.57,3065,2.07,25.47,3.42,1
9.75,32.97,20.55,6.9,3263,2.44,13.43,4.41,0
7.54,39.24,9.51,6.23,3298,2.63,25.69,4.23,0
13.35,39.71,27.12,7.5,2839,3.72,5.01,3.32,1
19.04,39.44,20.37,8.38,3906,1.23,12.7,0.84,0
15.44,34.74,25.41,8.12,1231,1.14,11.03,1.01,0
13.55,38.62,6.25,6.15,3372,2.57,10.84,0.72,1
6.46,38.45,7.54,6.22,3620,3.79,6.7,1.66,1
14.23,33.19,26.49,7.21,4677,1.77,9.68,1.11,0
19.85,38.29,7.16,6.89,3104,3.57,18.89,1.67,0
7.1,30.37,7.14,6.7,2882,2.04,12.28,2.23,0
12.77,35.96,5.36,6.84,1031,4.54,15.43,4.74,0
18.16,32.3,33.7,8.41,4816,4.58,14.42,3.25,0
16.11,31.21,27.13,8.79,1134,2.19,26.9,4.26,0
15.46,30.77,15.6,7.22,2269,1.92,27.63,3.7,0
15.54,36.96,13.9,8.72,4304,2.65,17.32,1.01,0
10.39,33.4,15.49,6.96,2870,1.96,13.25,3.81,0
9.4,37.25,28.24,7.43,502,3.69,7.67,1.74,1
17.14,30.65,24.84,6.68,705,4.3,28.84,3.38,0
17.15,33.15,10.56,7.92,4635,3.69,6.51,2.03,0
18.01,35.39,10.22,8.94,3121,4.3,12.44,4.99,0
18.7,37.91,7.95,7.81,3390,2.59,12.45,1.69,0
12.67,33.19,24.81,7.07,3693,1.63,13.01,1.76,1
12.52,36.26,27.93,7.94,3166,3.95,9.11,4.69,0
16.97,38.86,12.95,6.37,3806,2.44,24.58,0.61,0
14.75,36.16,5.63,8.67,1397,3.69,8.06,3.64,0
15.53,32.33,7.47,7.51,1585,2.08,20.87,3.76,1
16.94,30.24,34.04,7.35,1779,1.32,8.1,4.26,0
18.35,38.7,13.86,7.76,1170,4.97,6.76,4.88,0
10.07,30.21,28.08,7.87,2005,1.62,27.74,4.89,0
10.63,38.75,23.74,6.22,4075,4.95,9.75,0.79,0
6.41,35.29,16.46,8.05,2455,4.91,25.53,4.2,0
13.67,39.39,11.17,6.73,749,4.18,18.62,3.41,0
5.54,37.99,8.64,8.14,2392,3.64,6.95,3.41,1
11.98,39.98,23.45,8.47,3939,3.31,28.89,1.08,1
13.14,33.51,28.24,8.41,2353,4.46,11.17,3.43,0
9.3,37.67,24.32,7.66,3354,2.16,26.49,4.92,0
13.86,34.02,20.91,7.56,2003,2.87,9.22,4.6,0
5.46,34.8,6.26,6.43,3885,3.48,26.35,2.48,1
5.56,36.28,34.05,8.33,4071,2.64,5.33,0.68,0
17.34,38.74,28.96,6.81,4292,2.71,17.79,2.13,1
10.4,39.84,13.78,7.49,3926,2.32,24.24,4.22,0
6.91,37.68,34.4,6.85,543,3.26,28.37,3.66,0
12.83,34.18,23.06,6.4,4112,4.4,27.73,2.57,0
16.55,34.21,22.47,7.89,3118,1.81,25.49,0.75,0
8.24,37.38,27.44,6.16,3663,4.74,27.2,2.42,1
14.34,32.39,29.35,8.25,1788,3.76,9.98,2.61,1
6.28,31.1,24.69,6.95,3442,4.29,12.1,4.68,0
5.78,33.55,8.84,6.0,719,3.22,12.22,3.38,0
12.97,32.87,15.15,7.53,2425,4.12,14.43,1.9,1
13.11,32.96,32.84,6.14,3472,1.06,14.83,2.86,1
14.56,32.34,11.74,6.83,4013,4.27,18.61,0.8,0
15.89,30.42,16.17,8.12,2948,1.16,9.0,4.88,0
19.64,30.18,17.96,6.19,3971,4.56,22.28,2.12,0
12.74,39.88,18.18,8.52,3274,4.97,9.19,2.65,0
9.84,34.28,23.39,6.01,1490,2.18,12.76,2.1,0
16.93,33.84,33.29,6.74,3446,1.84,17.58,3.57,0
9.06,36.8,12.22,8.22,2312,4.06,24.91,3.48,0
11.58,32.18,8.65,6.95,1303,2.01,23.49,3.72,0
6.18,39.5,10.92,6.31,989,4.46,21.14,1.71,0
5.38,37.86,31.61,7.08,4056,1.41,8.89,1.92,1
19.44,30.89,24.37,6.81,1993,1.5,18.68,1.06,1
17.54,34.18,13.58,8.53,4145,4.92,7.19,3.45,0
15.44,38.79,29.48,6.94,3391,3.7,14.43,0.68,1
11.13,39.45,30.84,8.37,2205,4.39,15.34,3.19,1
7.6,34.67,30.4,8.68,4016,2.3,6.0,4.41,0
7.35,36.13,32.57,7.3,3840,3.71,11.85,4.51,0
8.75,31.67,12.57,8.73,553,3.38,28.89,2.52,1
13.24,39.91,27.65,7.13,3075,3.41,28.84,2.57,1
15.72,32.32,18.82,8.89,4091,3.73,13.81,0.85,1
14.9,39.43,30.26,6.27,1115,3.3,6.08,3.52,1
9.2,36.5,26.85,8.06,1454,2.72,9.48,4.2,0
19.32,36.08,28.29,7.48,2933,2.1,14.81,1.6,0
16.07,35.13,24.68,7.16,2129,4.07,28.69,2.4,0
13.32,32.31,10.32,7.9,3281,1.91,8.53,4.27,0
14.18,31.77,21.35,8.11,1149,3.77,24.09,4.45,0
11.29,32.2,34.54,6.01,2847,1.93,7.72,1.59,0
8.72,31.86,33.12,6.5,4990,3.5,29.53,2.98,0
10.34,37.8,6.3,8.14,3778,3.99,14.54,1.37,1
16.37,33.5,9.94,8.0,3140,1.87,24.38,0.96,0
5.22,30.58,8.95,8.9,4301,1.24,13.56,4.6,0
6.74,39.69,26.78,8.28,3061,1.52,20.69,4.19,0
5.69,38.84,29.53,8.85,3749,3.42,9.8,3.92,0
5.61,39.28,11.41,8.11,870,4.4,8.65,0.72,1
17.83,39.95,20.18,6.89,1357,1.18,28.45,4.3,1
15.55,31.74,30.22,6.32,883,3.94,27.94,2.47,1
12.11,33.96,26.98,8.35,4377,2.37,27.19,2.04,0
6.47,37.58,21.27,7.93,3052,2.91,20.64,2.96,0
12.37,36.96,22.71,6.14,4834,4.72,25.21,0.91,0
12.1,31.54,20.25,7.08,4790,2.33,6.73,3.9,0
7.6,38.16,13.93,8.87,3225,2.86,13.37,3.12,1
11.51,32.24,21.95,7.5,4534,1.05,12.84,1.34,1
10.98,32.24,25.67,7.3,3793,1.33,20.89,1.35,1
14.24,35.37,31.2,7.37,4751,2.03,13.9,1.33,0
14.53,35.93,24.09,6.63,4488,1.11,8.71,0.76,1
5.68,35.8,27.83,7.11,1422,3.53,19.91,3.15,0
10.62,30.91,9.8,7.11,3415,2.71,25.36,4.28,1
14.39,38.77,18.85,6.16,3450,3.19,14.55,0.58,0
12.55,32.66,5.28,8.3,3546,1.7,8.31,0.72,0
17.85,31.3,12.4,7.25,1474,2.18,9.92,3.08,0
14.88,38.89,26.79,8.47,1730,3.66,10.94,4.19,1
7.44,39.56,34.75,8.55,2935,4.86,12.5,1.97,0
6.06,38.62,7.98,6.64,2314,1.2,21.07,2.07,0
14.64,38.1,17.04,7.97,3434,4.56,20.02,3.18,1
5.4,36.55,29.0,7.42,1863,3.31,22.4,1.73,0
13.79,35.51,11.12,8.64,4440,3.26,14.06,0.62,0
19.1,30.87,21.65,6.65,703,3.0,25.6,3.81,0
13.63,34.08,26.99,8.03,660,1.28,10.1,3.32,0
10.82,33.73,23.48,7.82,4987,1.36,16.73,3.11,1
14.65,32.6,10.64,6.89,1268,3.4,25.02,3.84,1
11.87,37.23,15.66,6.41,4248,2.36,9.5,3.54,0
13.18,34.96,28.51,7.95,3081,4.67,7.75,1.43,1
19.12,30.81,21.63,8.22,1593,2.63,27.09,2.09,0
10.79,32.2,5.16,6.95,1107,1.57,13.57,1.07,0
19.42,36.83,27.83,7.93,2040,3.86,22.1,1.08,0
18.58,30.76,6.06,7.19,3375,2.17,5.63,3.54,0
7.94,38.51,27.37,8.14,3691,3.1,22.25,4.36,0
6.04,34.95,11.07,6.6,2337,3.79,12.9,4.83,1
6.51,34.81,33.74,8.67,1189,4.6,6.39,3.33,1
5.27,35.92,16.04,6.86,4259,4.17,20.25,1.33,0
6.42,38.25,14.81,7.1,3449,3.71,11.02,0.98,0
15.25,33.48,9.47,6.17,2603,3.72,14.67,4.16,1
6.07,36.78,14.17,6.33,865,4.78,7.01,3.1,1
9.78,35.66,31.3,7.55,4075,2.18,8.68,3.28,1
17.67,32.67,34.89,6.8,4699,1.0,12.45,4.02,0
5.35,38.79,16.05,8.51,4672,2.09,7.24,3.66,1
17.22,37.97,18.46,6.04,4825,1.87,27.77,4.26,0
9.23,36.58,26.66,7.14,2878,3.65,5.15,0.75,0
6.77,38.51,31.59,7.01,1705,3.53,17.1,3.86,0
15.45,38.67,22.79,6.06,4339,3.37,8.08,4.33,0
14.43,37.08,16.75,6.37,3235,1.06,12.69,1.79,0
18.16,38.37,17.38,7.24,3847,3.92,28.15,3.38,0
16.03,36.97,25.87,7.48,2175,2.29,9.04,1.91,0
17.05,36.8,5.1,7.21,798,3.66,29.15,4.81,1
9.23,36.19,23.59,7.59,1456,3.23,10.14,0.65,0
7.66,37.53,15.66,7.79,1614,2.37,23.54,3.11,0
16.26,31.59,28.83,6.03,3005,1.54,18.67,1.25,0
17.1,38.81,7.79,7.39,1974,1.38,27.11,3.7,1
19.86,38.72,22.65,8.89,4960,4.33,18.85,1.29,0
11.19,30.29,19.43,7.56,4946,4.67,18.36,1.56,0
10.58,38.26,24.27,8.03,4226,3.6,9.89,2.72,0
16.65,31.29,6.95,6.94,3971,1.41,9.16,4.62,1
10.11,33.35,22.4,8.32,3328,2.61,27.91,1.45,1
18.96,37.44,21.84,8.32,3350,3.92,13.2,1.15,0
17.88,31.61,21.82,7.56,3006,4.12,14.3,3.92,0
11.43,38.18,23.1,8.93,4270,1.47,24.0,2.75,1
16.26,38.32,25.29,6.38,3464,1.0,13.47,4.6,0
16.32,35.07,29.15,6.05,1449,3.85,28.8,1.16,0
6.55,30.06,13.09,8.31,3350,2.43,23.45,3.41,0
18.54,32.87,29.75,8.42,665,2.02,19.94,1.55,0
12.58,36.17,19.95,6.36,3986,1.05,27.02,1.21,0
17.4,39.81,7.31,6.8,3009,3.16,6.24,3.58,0
9.8,36.32,6.76,6.05,1419,4.4,11.43,3.17,1
18.43,32.6,15.03,6.88,613,4.83,16.63,3.9,1
10.84,36.34,28.55,8.32,4004,3.26,10.67,1.89,0
5.16,35.4,26.23,7.55,1491,3.06,23.6,2.52,1
18.58,37.8,28.66,7.04,4339,1.34,27.98,2.32,0
6.37,31.07,20.52,7.12,1758,3.2,15.59,4.93,0
9.79,37.61,18.21,6.0,3926,2.52,13.55,1.82,0
19.25,35.41,9.42,6.9,1014,3.43,29.04,1.83,1
19.26,39.63,14.85,7.94,3696,2.55,16.12,2.1,1
13.6,33.42,18.02,8.92,4934,1.96,17.23,3.04,1
14.48,36.33,7.66,8.54,3084,1.38,13.79,1.64,1
11.73,39.32,11.62,6.07,567,2.26,27.74,4.62,0
9.4,31.03,22.95,8.7,2096,1.39,19.22,1.7,1
9.93,39.37,27.07,8.35,4978,1.71,24.05,4.53,1
15.09,36.88,34.95,8.34,518,4.95,25.3,0.97,1
16.29,30.68,32.99,7.37,3230,2.78,13.55,3.45,0
16.87,33.01,24.28,7.19,4021,3.13,15.84,4.58,0
16.84,37.08,17.64,6.91,1072,4.49,26.21,1.26,0
6.37,30.67,24.09,6.2,2758,4.98,14.08,4.86,0
12.42,35.82,28.57,6.68,3402,3.33,24.85,2.54,0
5.86,33.46,8.55,6.74,1150,4.25,28.52,4.76,0
