21.7,7.5,3.2,557,Fishing Vessel
26.2,5.2,2.7,505,Fishing Vessel
31.3,6.1,3.8,334,Fishing Vessel
29.7,5.8,3.2,505,Fishing Vessel
25.7,6.6,4.0,442,Fishing Vessel
34.2,5.9,3.8,644,Fishing Vessel
20.0,6.2,3.8,480,Fishing Vessel
31.9,6.4,3.5,484,Fishing Vessel
35.8,7.3,3.7,459,Fishing Vessel
27.6,6.6,3.7,458,Fishing Vessel
31.4,9.1,3.9,467,Fishing Vessel
36.0,6.6,2.5,399,Fishing Vessel
20.6,6.6,3.5,668,Fishing Vessel
31.6,6.8,3.9,279,Fishing Vessel
31.2,7.8,2.8,614,Fishing Vessel
31.7,6.6,3.8,727,Fishing Vessel
30.9,7.2,3.3,415,Fishing Vessel
34.2,6.1,3.5,452,Fishing Vessel
32.4,7.3,4.0,449,Fishing Vessel
28.7,6.0,3.3,538,Fishing Vessel
