Eslora (m),Manga (m),Calado (m),Coef. de bloque,Tipo de embarcación
25.12838308124205,10.007258698298601,5.708700396192821,0.6025067992958922,Pesquero
45.006464769752775,13.53778197741609,3.8427414590258286,0.5659743349769676,Pesquero
32.9462849152528,13.69352329205881,2.5365698484241554,0.48348813892240877,Pesquero
20.524717772108225,14.517441132249447,4.282028162651038,0.5224348453982401,Pesquero
65.46527601383838,13.841906173420519,2.2775508362567836,0.6040449730479467,Pesquero
44.25348539030704,5.627788075032713,2.1975394265152013,0.4646025425695975,Pesquero
25.791429507043652,9.31573074166901,5.0814036398302775,0.6422222422719165,Pesquero
77.79877458345914,13.392148677406558,5.597023249894519,0.5487353469537226,Pesquero
28.818885856134596,12.330327074908833,3.2446856013730327,0.5193966692499948,Pesquero
65.47942502057515,7.115136269108629,3.6065661284969854,0.4589116200922253,Pesquero
20.693828267807845,14.697702948228663,3.9277064787974187,0.46644104672187153,Pesquero
69.25987208869685,9.87359293504871,3.3037065057201924,0.5558787873653759,Pesquero
25.58094700888571,12.67390564292347,4.033285138995266,0.5317181910860252,Pesquero
40.23766490776034,6.448104326296363,4.538765327274532,0.4661712953611762,Pesquero
38.97342008547997,9.09068093472267,4.412853739272396,0.6145152593366692,Pesquero
66.41872483894505,10.192843450711358,3.4757427630654063,0.4733190917709152,Pesquero
34.42748240873705,9.117133534253416,5.5427105760816975,0.5005524957277355,Pesquero
77.13888720398779,12.040653649959628,3.7971649231508446,0.5573102956020405,Pesquero
46.68874732238612,9.818668593284979,3.2130222294645105,0.5497667509191954,Pesquero
23.52516639011472,7.357577209787745,3.390109612192276,0.5201002653765507,Pesquero
34.33111438462157,5.579808383580113,4.4294532268217734,0.5904767308415361,Pesquero
23.986835592383347,13.43758312465169,3.5875123336965,0.5478519591281926,Pesquero
20.90756583891678,9.373470416648523,5.315644694588052,0.5349122271593856,Pesquero
27.87749708000284,10.093700352117683,2.530339883042089,0.5823786730665865,Pesquero
69.28737951993006,9.965455537675556,2.528477739898394,0.5615207346519646,Pesquero
30.968209403221607,11.443779648741462,4.61681520247601,0.5428743927076225,Pesquero
74.09796442002518,12.92879226173546,3.2295902202439866,0.5165896474970475,Pesquero
25.28785236650385,10.346298261885222,4.2967918167311066,0.6304066115061026,Pesquero
41.453857243460284,5.090212623069804,5.095290307024187,0.5372870638020388,Pesquero
49.928489192812535,12.895738399376201,2.6628498089678674,0.6259083803556433,Pesquero
71.40518495671054,6.595447556209941,4.786540200903092,0.5134804477898838,Pesquero
66.70791012920432,11.226295204435477,5.542038365792491,0.5921361925814167,Pesquero
50.9286084795829,10.242621359230002,4.260302618588942,0.5283539094648637,Pesquero
42.026967244925004,12.938762437489165,2.959599293517523,0.5904678229098197,Pesquero
37.9194784159283,8.585469395860565,3.7134929037864737,0.5186022347809593,Pesquero
78.35047763228864,8.98628040505754,4.679108927840775,0.48741014194938914,Pesquero
53.42148122392321,11.021453434088823,3.087710204342937,0.4628515766196899,Pesquero
32.35756295420902,7.845883199923922,5.691569528080638,0.483167758997061,Pesquero
21.210871272962436,13.97706058147276,3.547802513496172,0.47640029485357,Pesquero
59.531700396593365,5.781239341771291,4.592755020067396,0.6365037023418525,Pesquero
76.44610899476815,8.128398576654345,5.773638709161842,0.5838386211258287,Pesquero
